id,indexInArticle,paragraphIndex,htmlType,biased,groundTruthBiased,text,articleId
041c928f-7176-4edb-9e63-8f20cfa0e463,18,8,SPAN,1,0,"Besides Republican elected officials, both right-wing think tanks and industry lobbyists have been willing to bat for junk fees.",66e17977-193e-4f5b-8acb-f1148adf3bbe
c5cfab63-603d-4303-817e-7ba31875b186,19,8,SPAN,0,0,"After the State of the Union, the president of the Consumer Bankers Association (CBA), a leading bank lobby group, went on air to bat for overdraft fees.",66e17977-193e-4f5b-8acb-f1148adf3bbe
aa50759b-0533-4125-889c-67053034948a,20,8,SPAN,0,0,"In a tweet accompanying the clip, the CBA’s Lindsey Johnson described overdraft fees, which disproportionately harm the poorest of consumers, as fees that “support hardworking Americans.”",66e17977-193e-4f5b-8acb-f1148adf3bbe
a01b098c-e79b-491f-9b11-705dbbcd3a8c,21,8,SPAN,1,0,"Similarly, an official from the conservative-leaning American Enterprise Institute (AEI) went on CNBC to disparage Biden’s efforts to ban junk fees as dangerous populism.",66e17977-193e-4f5b-8acb-f1148adf3bbe
b47baac3-0b3f-4d33-a0dd-e4f0b915b4b3,22,9,SPAN,1,0,But the Biden administration’s effort to ban junk fees are anything but an assault on capitalism and consumer choice.,66e17977-193e-4f5b-8acb-f1148adf3bbe
07721b5c-6b16-41a0-8851-90b9e377863e,23,9,SPAN,1,0,"On the contrary, when corporations tack on unadvertised junk fees to products or services, they’re deliberately obfuscating consumers’ ability to compare and consider costs.",66e17977-193e-4f5b-8acb-f1148adf3bbe
87e83aaf-f41c-417f-b85a-9e2d441d0cef,24,10,SPAN,0,0,"In other words, if a hotel offers a deal for a three-night stay, but doesn’t include the cost of mandatory “resort fees” in the advertised price, the company is intentionally distorting the market.",66e17977-193e-4f5b-8acb-f1148adf3bbe
20ac43e2-03d6-4b56-a3b6-60fa5ff3bc91,25,11,SPAN,0,0,"In fact, it’s for this very reason that banning junk fees has been a key goal of the Biden administration’s competition agenda announced in his first year in office.",66e17977-193e-4f5b-8acb-f1148adf3bbe
985096b3-fd70-4011-b60e-3e8073c1988e,26,11,SPAN,0,0,"While antitrust concerns have mainly centered on the tech industry, the rise of modern monopolies across a variety of sectors has enabled big corporations to charge junk fees.",66e17977-193e-4f5b-8acb-f1148adf3bbe
c01a05e8-e17d-4de8-9179-449774178915,27,12,SPAN,1,0,"A timely example is Ticketmaster, an unaccountable corporate giant whose monopoly position in the ticketing industry enables the company to charge exorbitant junk fees.",66e17977-193e-4f5b-8acb-f1148adf3bbe
caed7ad2-f7f1-4137-95b7-6a9e22d217e3,28,13,SPAN,0,0,"Published in 2019, Consumer Reports’ “WTFee Survey” remains perhaps the most comprehensive survey detailing Americans’ experiences with junk fees.",66e17977-193e-4f5b-8acb-f1148adf3bbe
e49cfae2-6e5d-4bf6-8515-378fff09d08b,29,13,SPAN,0,0,"Conducted through a survey of over 2,000 Americans, the results of the report make Americans’ distaste of junk fees loud and clear.",66e17977-193e-4f5b-8acb-f1148adf3bbe
346c0b6d-fc03-4869-94a6-5f3996f8dda8,30,13,SPAN,0,0,"Sixty-nine percent of respondents said they experienced junk fees from telecom providers from 2017 to 2019, and over 40 percent said they faced unexpected or hidden fees from live entertainment and energy fees.",66e17977-193e-4f5b-8acb-f1148adf3bbe
517c1e02-6ab4-4123-aa45-218e64ea8815,31,14,SPAN,0,0,But the most alarming aspect of the Consumer Reports survey was that around six in ten respondents said that junk fees caused them to exceed their budget.,66e17977-193e-4f5b-8acb-f1148adf3bbe
8e9c5fe9-a032-465f-9a64-7c2b295f0461,32,15,SPAN,1,0,"At a time when millions of Americans face food and housing insecurity, hidden or deceptive fees that exist purely to gouge consumers means junk fees are harming the most vulnerable.",66e17977-193e-4f5b-8acb-f1148adf3bbe
30abde3b-a58c-4921-b9e8-d694831cd6e3,33,15,SPAN,0,0,"As Biden explained, ""Junk fees might not matter to wealthy people, but they matter to most folks like the home I grew up in.""",66e17977-193e-4f5b-8acb-f1148adf3bbe
79d7f32c-206c-497b-915f-a9680377cdf3,34,16,SPAN,0,0,"Putting the ethical issues aside, with the 2024 presidential campaign cycle set to kick into gear, Republicans would be unwise to tie themselves to the cause of defending junk fees.",66e17977-193e-4f5b-8acb-f1148adf3bbe
09e0097d-d14a-4047-8435-28cec60a7538,1,0,SPAN,0,0,"BUFFALO, Feb 15 (Reuters) - An avowed white supremacist on Wednesday apologized to the families of the 10 Black people he fatally shot last year at a western New York grocery store before being sentenced to life in prison without the possibility of parole during a chaotic and emotional hearing.",68be8d34-e8eb-4821-a8b8-4fb286174f40
0ce45e21-d0b6-417c-b488-2d19555a0288,2,1,SPAN,0,0,"At one point, a man in the courtroom lunged at Payton Gendron, who had pleaded guilty to 15 state charges including murder and terrorism motivated by hate stemming from the May 14 mass shooting in Buffalo, a city of about 277,000 people.",68be8d34-e8eb-4821-a8b8-4fb286174f40
87f82e44-6d40-49b4-8c5f-ce0f30d00b04,3,1,SPAN,0,0,"Thirteen relatives of victims spoke during the hearing including Simone Crawley, who called Gendron, 19, a ""cowardly racist.""",68be8d34-e8eb-4821-a8b8-4fb286174f40
fd24c080-aff9-40de-8fc1-372c6a7ae0be,0,,H1,1,0,Former Reagan speechwriter rips Greg Abbott for his 'cruel' and 'heartless' immigration stunts,0f8697f6-4de6-4e45-93f7-5bc689bf6548
a436d8e5-b96b-46da-aa34-fb6bfb4a9ed5,13,4,SPAN,0,0,Several restaurants donated food.”,0f8697f6-4de6-4e45-93f7-5bc689bf6548
32ada335-29e1-4b67-9088-4aa7cbd7d886,33,12,SPAN,0,0,"The “complicated reality,” Charen observes, is that “it is not Biden’s fault that so many people want to come to the United States.”",0f8697f6-4de6-4e45-93f7-5bc689bf6548
5f2aaa14-f67a-437c-99ee-76a6385410db,34,13,SPAN,0,0,"The columnist writes, “There was a big jump in border encounters under the Trump Administration as well….",0f8697f6-4de6-4e45-93f7-5bc689bf6548
768e9581-d433-4bf7-ba4e-749da006a016,35,13,SPAN,1,0,"People want to come here because: (1) So many nations around the globe are hellish and a number of those are within walking distance, (2) This is a place where people with a good work ethic can get ahead and enjoy the blessings of liberty, (3) Our immigration laws and rules are confusing.",0f8697f6-4de6-4e45-93f7-5bc689bf6548
cfd7cbff-8c57-45d5-9f82-e4aaba9af6bf,36,13,SPAN,1,0,Those who object that immigrants are ‘breaking into our country’ as a burglar breaks into a home are dead wrong….,0f8697f6-4de6-4e45-93f7-5bc689bf6548
f11bc1ee-be25-4bc5-8bab-5e0d92da2a51,37,13,SPAN,1,0,Our politics (are) poisoned by the demagogues who speak of immigrants as ‘invaders’ and warn of catastrophe if we don’t close our border.,0f8697f6-4de6-4e45-93f7-5bc689bf6548
377e56bd-bffd-4728-a303-83ed9ec3f878,38,13,SPAN,1,0,"Not only are they deceiving their audience, they are coarsening it by inviting them to enjoy the suffering of others.”",0f8697f6-4de6-4e45-93f7-5bc689bf6548
df770de7-3933-441a-9818-4a40fbe99c0d,1,0,SPAN,1,0,"Like fellow Republican and Florida Gov. Ron DeSantis, Texas Gov. Greg Abbott has found a way to thumb his nose at Democrats: sending migrants to northern U.S. states — a political stunt that, critics say, recalls southern segregationists of the 1950s and 1960s who would send busses of African-Americans to New York City, Philadelphia or Boston to live.",0f8697f6-4de6-4e45-93f7-5bc689bf6548
cfbeb19b-02f0-4dd8-a157-2c17d1a8e872,2,0,SPAN,1,0,"Those segregationists were fond of saying that if northern liberals liked integration so much, they would gladly send southern Blacks their way.",0f8697f6-4de6-4e45-93f7-5bc689bf6548
3ca16897-a6f8-4a55-8a3e-8a28597fac6e,3,1,SPAN,0,0,"DeSantis, in September, arranged for planes of migrants to be sent to Martha’s Vineyard, Massachusetts.",0f8697f6-4de6-4e45-93f7-5bc689bf6548
2f316bc8-0da3-4735-b220-80ac420f2719,4,1,SPAN,0,0,"And before Christmas, Abbott arranged for busses of migrants — many of them from Latin America — to be sent to Vice President Kamala Harris’ home in the Washington, D.C. area.",0f8697f6-4de6-4e45-93f7-5bc689bf6548
6b77ef25-0942-43eb-be4d-feec8358d781,5,1,SPAN,0,0,"Very cold temperatures were awaiting them when they made it to the Northeastern Corridor; Washington, D.C.’s high was only 22F on December 24.",0f8697f6-4de6-4e45-93f7-5bc689bf6548
25789c34-6b76-487f-bd57-20ab0e803149,6,1,SPAN,0,0,New York City and Philadelphia experienced overnight temperatures as low as 7F or 8F.,0f8697f6-4de6-4e45-93f7-5bc689bf6548
2175b0da-c160-45c7-bc54-2f0bf7b774d6,7,2,SPAN,1,0,"Although DeSantis and Abbott’s stunts are popular with the MAGA crowd, not everyone on the right is applauding.",0f8697f6-4de6-4e45-93f7-5bc689bf6548
444852d2-fbed-4a09-8b7a-11fe67067ba5,8,2,SPAN,1,0,"Veteran conservative columnist and former Nancy Reagan speechwriter Mona Charen, in a scathing article published by The Bulwark on December 27, lambasts Abbott for his “cruelty.”",0f8697f6-4de6-4e45-93f7-5bc689bf6548
f8651b5e-5764-4196-bca6-3c75d12ca59f,10,4,SPAN,0,0,"“On Christmas Eve in Washington, D.C.,” Charen explains, “the temperature plunged to 15 degrees Fahrenheit, the coldest on record.…",0f8697f6-4de6-4e45-93f7-5bc689bf6548
d22b31ea-9346-4899-97cf-f5390205822a,11,4,SPAN,1,0,"And yet, the governor of Texas nonetheless decided to dump another 130 men, women and children — some wearing just t-shirts — on the doorstep of Vice President Kamala Harris’ official residence.",0f8697f6-4de6-4e45-93f7-5bc689bf6548
27dda95b-3705-401b-aedc-651a78e816a3,12,4,SPAN,0,0,"Three buses arrived between 8 and 10 p.m., and thanks to the work of Migrant Solidarity Mutual Aid Network, the dazed and confused migrants were offered blankets and conveyed to local churches.",0f8697f6-4de6-4e45-93f7-5bc689bf6548
4bd85b0c-8ef0-4dc9-bda1-ff2a06111ea9,14,5,SPAN,0,0,"The former Reagan White House speechwriter, now 65, continues, “So, the immigrants were OK.",0f8697f6-4de6-4e45-93f7-5bc689bf6548
8a358eea-28eb-4059-8a9c-90dcc1749668,15,5,SPAN,0,0,"But without that intervention, we must assume that the bus drivers were under instructions to leave them there, in a residential neighborhood on a frigid night, wearing only light clothing, not speaking the language, and having no idea where they were.”",0f8697f6-4de6-4e45-93f7-5bc689bf6548
ecb55402-0e02-4d82-842b-42f75d4e4621,16,6,SPAN,0,0,"According to Charen, Abbott has sent 8700 migrants to Washington, D.C. in 2022, while “another 6500 have been bused to New York, Chicago and Philadelphia.”",0f8697f6-4de6-4e45-93f7-5bc689bf6548
4c6595e8-6e62-4cb0-a46d-97c52b3cdf57,17,7,SPAN,0,0,"Charen writes, “It isn’t that Abbott didn’t anticipate the coming weather….",0f8697f6-4de6-4e45-93f7-5bc689bf6548
470417b6-d533-4ecb-aae7-cc0c9349c16d,18,7,SPAN,1,0,"When, in a similar attention-seeking stunt, Gov. Ron DeSantis flew a planeload of asylum seekers to Martha’s Vineyard, it was at least in September.",0f8697f6-4de6-4e45-93f7-5bc689bf6548
ec2e9610-3ec4-4811-8ad9-0450886d6cdd,19,7,SPAN,1,0,To treat human beings as props when there’s a real danger of exposure increases the cruelty quotient.,0f8697f6-4de6-4e45-93f7-5bc689bf6548
2056ddc9-d3db-464a-a451-52d13e40b13f,20,7,SPAN,1,0,The two Republican governors are in a heartlessness duel.,0f8697f6-4de6-4e45-93f7-5bc689bf6548
c1452e5e-b08e-48cf-bad4-d5913fdb1690,21,7,SPAN,1,0,Perhaps the next step will be to shoot would-be migrants in the legs as Trump demanded in 2019.”,0f8697f6-4de6-4e45-93f7-5bc689bf6548
f4ea4bd5-ebb9-4cf5-a1b3-a7db2f954639,23,9,SPAN,0,0,"The conservative columnist, who hosts the “Beg to Differ” podcast for The Bulwark, stresses that the U.S. needs sensible immigration reform — not “cruel stunts.”",0f8697f6-4de6-4e45-93f7-5bc689bf6548
bf4e809d-7503-4960-a32e-e6cdf43a0664,24,10,SPAN,0,0,"“Yes, this country is being swamped by would-be immigrants, and a mature polity would address the problem with sensible reforms,” Charen argues. “",0f8697f6-4de6-4e45-93f7-5bc689bf6548
2f19c80c-dd80-4cfc-9fb9-0ec344d6f44c,25,10,SPAN,0,0,But that’s not what the governors of Florida and Texas are demanding.,0f8697f6-4de6-4e45-93f7-5bc689bf6548
689211ca-2c0a-46b1-87d5-82e30e70f15e,26,10,SPAN,1,0,They and their right-wing media claque are saying that immigrants are clamoring for admission to the United States only because President Biden has an ‘open borders’ policy….,0f8697f6-4de6-4e45-93f7-5bc689bf6548
1fc637f0-5df7-4039-9ea7-4b1c9900e859,27,10,SPAN,1,0,"They repeat this mantra even though it flatly contradicts another of their favorite talking points — namely, that the Border Patrol has experienced record numbers of encounters with would-be crossers.”",0f8697f6-4de6-4e45-93f7-5bc689bf6548
37f889e1-5a1d-4200-b0f2-eb50d75ffc46,0,,H1,1,0,"Leftists: Adoption Is Worse Than Abortion, But Surrogacy Is Great",abad62dc-27a8-4b56-8363-ef00109c78f7
37dc804f-4f1e-4a59-940f-ca5394183872,1,0,SPAN,0,0,Sarah Norr still can’t stand the smell of smoke.,0fb6287d-7e32-4867-adae-075531fb5003
2776ff19-939f-4ba0-8dfa-47bc1f3426f7,2,0,SPAN,0,0,"Even a relaxing walk through her local park can be a minefield—last summer, the scent rising from a neighborhood cookout triggered so much anxiety that she had to go home. “",0fb6287d-7e32-4867-adae-075531fb5003
15ca1450-d8d7-4370-88bb-c3084772b3fb,3,0,SPAN,0,0,"I was like, ‘Oh, my god, I can’t be here,’” she told The Daily Beast.",0fb6287d-7e32-4867-adae-075531fb5003
313d7487-7a9d-4fa8-8420-84383d569350,4,1,SPAN,0,0,Norr is a longtime resident of California’s Bay Area and no stranger to wildfires.,0fb6287d-7e32-4867-adae-075531fb5003
0067b2ec-c2c5-4af5-bd2c-b4fd44931f5c,5,1,SPAN,1,0,"But the Camp Fire of 2018 was something different—the sky above Norr's neighborhood glowed an angry orange for weeks, and she and her then-2-year-old could scarcely leave the house for fear of inhaling the thick miasma of smoke.",0fb6287d-7e32-4867-adae-075531fb5003
01293af8-8f73-4d1f-a0ea-2d430c7e82e6,6,1,SPAN,1,0,"Over four years later, she and her daughter are coping with the lingering trauma from the wildfire’s apocalyptic smog, heat, and destruction.",0fb6287d-7e32-4867-adae-075531fb5003
28cdfe84-0027-4c92-ac79-a1b8b829a18e,7,1,SPAN,0,0,And they aren’t alone.,0fb6287d-7e32-4867-adae-075531fb5003
be7dd2c2-0002-4162-9715-bd876484ec06,8,2,SPAN,1,0,"Climate trauma, the unofficial name for the multitude of adverse mental health impacts brought on by extreme climate change-induced weather events, is an emerging area of interest for psychologists and environmental scientists alike.",0fb6287d-7e32-4867-adae-075531fb5003
d316b355-949c-440d-a47b-d66543c448cc,9,2,SPAN,0,0,Some experts estimate that one in five Americans have experienced climate-related trauma—a number that will only grow as the planet continues to warm.,0fb6287d-7e32-4867-adae-075531fb5003
f37b4e45-9b01-45b0-89ea-e8fd0ea925b6,10,3,SPAN,0,0,"However, much of the research into climate-related health impacts has, historically, focused on its direct physical manifestations.",0fb6287d-7e32-4867-adae-075531fb5003
2df484f4-43d5-4081-b831-39d93c4b5fe4,11,3,SPAN,0,0,"For events like wildfires encouraged by hotter and drier conditions, for example, public health experts have been zeroing on effects like heat stroke and lung damage from smoke inhalation.",0fb6287d-7e32-4867-adae-075531fb5003
4e639515-13ee-4020-ad7d-c9edae448f77,12,4,SPAN,0,0,"But for the first time, a new study, published today in PLOS Biology, has revealed the lasting impacts of climate trauma on brain function. “",0fb6287d-7e32-4867-adae-075531fb5003
5430d44c-d43e-4f47-b1f2-f910e30642bf,13,4,SPAN,0,0,"It’s definitely going to be something that we would want to understand much better and develop resiliency tools for,” Jyoti Mishra, a computational neurobiologist at the University of California, San Diego and co-author of the paper, told The Daily Beast.",0fb6287d-7e32-4867-adae-075531fb5003
7bddf68c-d032-423e-aad1-cd8e81ff600a,14,5,SPAN,0,0,"Mishra and her team evaluated 75 California residents, about one-third of whom had directly experienced California’s devastating 2018 Camp Fire—the most destructive wildfire in the state’s history at the time.",0fb6287d-7e32-4867-adae-075531fb5003
de07804e-2dc0-49ab-9cce-027d161b6e51,15,5,SPAN,0,0,"A third of the participants were indirectly affected by the wildfires, while one-third had managed to avoided direct impacts to their health and livelihoods.",0fb6287d-7e32-4867-adae-075531fb5003
32e4a4ed-2349-4b76-afe6-c7872108211f,16,6,SPAN,0,0,"The UC San Diego team found that people who had first-hand exposure to the wildfire had lingering changes to their cognitive functions relative to the other two groups, even a year later.",0fb6287d-7e32-4867-adae-075531fb5003
b88f8be6-60e8-496f-87e3-ae37b12f6842,17,6,SPAN,0,0,"Those survivors had to expend more effort to concentrate on simple tasks, a symptom consistent with PTSD.",0fb6287d-7e32-4867-adae-075531fb5003
c0901971-495e-4930-9b01-0270aaf6709e,18,7,SPAN,0,0,"However, Mishra and her co-authors believe that these changes in cognition represent a diagnosis that isn’t currently listed in the DSM-5. “",0fb6287d-7e32-4867-adae-075531fb5003
dfbbdd5d-0735-4304-b91f-6ec65e8ef9db,19,7,SPAN,0,0,"This is not exactly PTSD,” she said, “It’s a new kind of trauma.”",0fb6287d-7e32-4867-adae-075531fb5003
71800282-703e-4d12-8557-73cbe3ad38ba,20,8,SPAN,0,0,"“Certainly it’s a problem that merits attention,” said Susan Clayton, a conservation psychologist at the College of Wooster in Ohio, who was not involved in the study.",0fb6287d-7e32-4867-adae-075531fb5003
9823a524-e0ea-4890-b887-226491068580,21,8,SPAN,0,0,"Clayton told The Daily Beast that in addition to the millions of people who experience direct climate trauma, millions more suffer from indirect anxiety and depression brought on by climate change.",0fb6287d-7e32-4867-adae-075531fb5003
a6307120-262f-4021-b83e-64d419f6fbb2,22,8,SPAN,0,0,"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.",0fb6287d-7e32-4867-adae-075531fb5003
f739ca0c-ae51-41d9-b7a9-1feba3aecee1,23,8,SPAN,0,0,"Those with the most anxiety tend to skew younger, less white, and less wealthy.",0fb6287d-7e32-4867-adae-075531fb5003
ac0c494a-5373-44b6-9af4-95d10e98a930,25,9,SPAN,0,0,"And crises are bad for people’s mental health,” said Alaina Wood, a climate communicator based in Johnson City, Tennessee.",0fb6287d-7e32-4867-adae-075531fb5003
8d3d23fe-99c6-44e0-ab98-d4ff67b3548a,26,9,SPAN,1,0,"So the question is, how can folks manage overwhelming grief and anxiety of just existing in an ever-warming world?",0fb6287d-7e32-4867-adae-075531fb5003
141ed72c-fabf-4de9-898b-7d25edf118df,27,10,SPAN,1,0,One strategy that Wood employs is to limit her doom scrolling exposure.,0fb6287d-7e32-4867-adae-075531fb5003
3dd85293-c5ca-46e2-8d45-5ec1aea89159,4,2,SPAN,0,0,"The sentence, which was expected because the state does not employ the death penalty, was given by Erie County Court Judge Susan Eagan.",68be8d34-e8eb-4821-a8b8-4fb286174f40
2678d8f9-1679-4cec-bf1f-6508c1f22e14,5,3,SPAN,0,0,"Wearing an orange jumpsuit and glasses, Gendron apologized to the families of his victims, whose ages ranged from 20 to 86, expressing regret for his actions and hope that his crime will not inspire copycat attacks.",68be8d34-e8eb-4821-a8b8-4fb286174f40
332f432e-77d9-42ad-b00b-5eb680a1972c,6,4,SPAN,0,0,The rampage was one of the deadliest in a series of mass shootings in recent years in a country that has grown accustomed to such crimes and where racial tensions continue to simmer.,68be8d34-e8eb-4821-a8b8-4fb286174f40
df44a22a-32b0-4c18-8502-85255f09d0e0,7,5,SPAN,0,0,"""I am very sorry for all of the pain I forced all of the victims and their families to suffer through,"" said Gendron, who was standing and looking downward while speaking. """,68be8d34-e8eb-4821-a8b8-4fb286174f40
700a2478-7b71-4615-aeaa-b86b752bef10,8,5,SPAN,1,0,I did a terrible thing that day.,68be8d34-e8eb-4821-a8b8-4fb286174f40
94fb825e-fda3-4667-9d1c-68f620367e91,23,10,SPAN,1,0,Media celebrate gay men like Andy Cohen and Anderson Cooper “having” babies via surrogate as totally normal.,abad62dc-27a8-4b56-8363-ef00109c78f7
9a9fca8d-e56b-4388-bd3c-2282fed220d6,27,12,SPAN,0,0,"Spiers continues: “Researchers have a term for what children who are adopted, even as infants, may suffer from later in life: relinquishment trauma.",abad62dc-27a8-4b56-8363-ef00109c78f7
51d2d502-8433-4ff9-959f-654aba973aea,24,11,SPAN,0,0,"But every point that Spiers made about separating a child from his mother applies to surrogacy too; except in this case, instead of being a preferable alternative to the child’s death, would-be parents choose to sponsor a pregnancy with the end goal of ripping the baby from his mother, all so they can exercise their personal “right” to raise a child.",abad62dc-27a8-4b56-8363-ef00109c78f7
8494a39b-db9d-4473-a19a-61660987131c,25,11,SPAN,1,0,"There’s a huge difference between giving a child a new family because he needs it, and deliberately creating a motherless child to meet your own wants.",abad62dc-27a8-4b56-8363-ef00109c78f7
3a3aeda3-2d90-4fbe-a216-a85b4b713144,26,12,SPAN,0,0,"The mother is hardly the only participant whom surrogacy punishes, of course.",abad62dc-27a8-4b56-8363-ef00109c78f7
749d0049-1ae3-4b03-98e1-ac4be793b55e,28,12,SPAN,0,0,The premise is that babies bond with their mothers in utero and become familiar with their behaviors.,abad62dc-27a8-4b56-8363-ef00109c78f7
a5275443-daf1-4500-95e5-11f80ce3e7ac,1,0,SPAN,1,0,"The delusional leftists arguing that adoption is more “traumatic” than abortion aren’t making a convincing argument for their brutal baby death cult, but they are making a great point against the rise of surrogacy as a means for clients such as gay and “transgender” males to achieve their personal parenting fantasies.",abad62dc-27a8-4b56-8363-ef00109c78f7
f5dea5d9-ee54-48ee-b949-9b8b7593a207,2,1,SPAN,0,0,"Just look at some of the arguments that Elizabeth Spiers, who was adopted as an infant, advanced in a 2021 New York Times essay about “the trauma [adoption] can inflict” and why abortion is a better solution all around. (",abad62dc-27a8-4b56-8363-ef00109c78f7
09dd1c7f-75e2-479f-aaac-f399c2b3c53a,3,1,SPAN,0,0,"She’s not the only one pushing the talking point, either.)",abad62dc-27a8-4b56-8363-ef00109c78f7
2cd125e8-b260-4658-aa59-2e9c5eec138d,4,2,SPAN,0,0,"“While pregnant, [mothers] will undergo the bonding with a child that happens by biological design as an embryo develops into a living, breathing, conscious human,” Spiers wrote. “",abad62dc-27a8-4b56-8363-ef00109c78f7
d738aea7-cadc-493c-80cd-ebbb194c689e,5,2,SPAN,0,0,And then that child will be taken away.”,abad62dc-27a8-4b56-8363-ef00109c78f7
7e539eaf-cd6e-4787-b0c4-b2fbbcf80626,6,3,SPAN,0,0,"In an abortion, the child — who is a living human from the beginning of pregnancy, and is taking practice breaths by 10 weeks and developing “brain connections that stimulate memory, decision-making, [and] emotions” by 15 weeks — is also “taken away” from his mother.",abad62dc-27a8-4b56-8363-ef00109c78f7
92ac35a4-b58f-448f-98d7-a45ee928463e,7,3,SPAN,1,0,"It’s just that, instead of having the chance to grow up in a loving family, the child’s lifeless body is discarded into a bucket of medical waste.",abad62dc-27a8-4b56-8363-ef00109c78f7
68eb6d3a-8282-4f07-99d0-f50ccaf92268,8,4,SPAN,0,0,"Mothers experience natural physical and emotional bonding with their unborn children, and abortion doesn’t erase that.",abad62dc-27a8-4b56-8363-ef00109c78f7
cf824762-11f2-4088-aeed-9d3a69297fe4,9,4,SPAN,0,0,It’s one of the reasons many women experience abortion regret.,abad62dc-27a8-4b56-8363-ef00109c78f7
e55c1cd9-06d9-4fdc-a0d1-3805299b732c,10,5,SPAN,0,0,"Spiers continues: “Adoption is often just as traumatic as the right thinks abortion is, if not more so, as a woman has to relinquish not a lump of cells but a fully formed baby she has lived with for nine months.”",abad62dc-27a8-4b56-8363-ef00109c78f7
c2be1783-516c-42c2-863e-e2a5af7f8389,11,6,SPAN,1,0,"Setting aside the ignorant, medically disproven assumption that an unborn child is just a “lump of cells,” and the reality-challenged claim that killing her child should be less traumatic for a mother than putting him up for adoption, Spiers makes an accurate observation that handing your newborn baby over to a stranger is no light thing.",abad62dc-27a8-4b56-8363-ef00109c78f7
07f683dc-b0c3-41ab-993f-af51fea20010,12,6,SPAN,0,0,"As much as our society tries, we cannot cleanly separate the physical from the metaphysical during reproduction.",abad62dc-27a8-4b56-8363-ef00109c78f7
fa87ffff-3e27-4b68-b4b8-e158b70b227e,13,6,SPAN,1,0,"Just as the sacred act of sex can never be perfectly divorced from its consequences, a pregnant mother’s relationship with her child is not easily reduced to womb rental.",abad62dc-27a8-4b56-8363-ef00109c78f7
e7c0c66b-2627-48b0-9348-7275d91da26a,14,7,SPAN,0,0,"While it’s an easy rebuttal to point out that the real challenges of separating a child from her mother in the adoption process are preferable to taking the child’s life, those challenges do present compelling problems with the growing practice of elective surrogacy, which is often touted as a means for men who are not married to women to obtain babies. (",abad62dc-27a8-4b56-8363-ef00109c78f7
95a73dbc-90eb-4b30-afd0-29c6508863ea,15,7,SPAN,1,0,"Some women also seek surrogates as a solution to infertility or to avoid the physical inconvenience of pregnancy, but its ascent as a cause célèbre for the LGBT lobby solidified its place as a pet issue on the left.)",abad62dc-27a8-4b56-8363-ef00109c78f7
75556db6-ed7d-4876-b75a-11a0778201a1,16,8,SPAN,0,0,"Several congressional Democrats have introduced bills legitimizing the idea of a universal “right” to reproductive technologies including surrogacy, including for men who present themselves as women or gay men, who cannot reproduce without a woman.",abad62dc-27a8-4b56-8363-ef00109c78f7
e5259da4-67a5-492f-8d0e-02db25564169,17,8,SPAN,1,0,The Guardian ran a sympathetic feature in October on two men who “have become figureheads in the battle for fertility rights for all gay men” and the “battleground” of “gay parenthood through surrogacy.”,abad62dc-27a8-4b56-8363-ef00109c78f7
f54e014b-180b-44a4-98f2-9991026ddd5c,18,8,SPAN,0,0,"Thanks in part to the rise of surrogacy, “Queer couples are now able to pursue their dreams of starting a family,” Insider rejoiced.",abad62dc-27a8-4b56-8363-ef00109c78f7
23712b7b-cae4-4b49-bf91-e9b2da1819ae,19,9,SPAN,1,0,The New York Times didn’t bother to veil its endorsement in a piece titled “The Fight for Fertility Equality” in 2020. “,abad62dc-27a8-4b56-8363-ef00109c78f7
8e06afb4-b219-4604-ab13-8bf02dfd8978,20,9,SPAN,0,0,"Fertility equality activists are asking, at a minimum, for insurance companies to cover reproductive procedures like sperm retrieval, egg donation and embryo creation for all prospective parents, including gay couples who use surrogates,” the Times said. “",abad62dc-27a8-4b56-8363-ef00109c78f7
73113bdc-c953-4097-973d-e5c0f408ed3e,21,9,SPAN,0,0,"Surrogacy has … created an avenue to biological parenthood for thousands … who can’t conceive or carry children on their own, such as same-sex couples and single men,” the paper cheered in another article.",abad62dc-27a8-4b56-8363-ef00109c78f7
245c79b5-7b57-4fae-aa18-9f54f20c39d0,22,10,SPAN,1,0,So-called “reproductive justice” advocates demand that insurance companies pay surrogacy fees for men.,abad62dc-27a8-4b56-8363-ef00109c78f7
47e55bed-e746-4fd2-b49b-613f2d57eaf6,29,12,SPAN,0,0,"When their first caretaker is not the biological mother, they register the difference and the stress of it has lasting effects.”",abad62dc-27a8-4b56-8363-ef00109c78f7
c654229c-1da6-4596-a9f1-ba7abec3b7af,30,13,SPAN,0,0,"Again, while the challenges of adoption for children are real, those imperfections don’t justify the alternative of killing them.",abad62dc-27a8-4b56-8363-ef00109c78f7
6630f668-9dac-4ab5-8af5-0257fdd53974,31,13,SPAN,1,0,"Meanwhile, that trauma is just as present for babies who are conceived for the express purpose of being taken from their mothers and handed to strangers.",abad62dc-27a8-4b56-8363-ef00109c78f7
a6a866bc-a041-4121-9090-bcf2cf990d2e,32,14,SPAN,1,0,"If leftists really thought adoption was so traumatic for children that its imperfections justified killing them in utero instead, they wouldn’t be so giddy at the idea of surrogacy.",abad62dc-27a8-4b56-8363-ef00109c78f7
c33f3a14-0982-4d29-bb6e-69faa346ec31,33,14,SPAN,1,0,The only logically consistent conclusion is that these activists view the self-serving wants of surrogate parents as a more compelling interest than a child’s very life.,abad62dc-27a8-4b56-8363-ef00109c78f7
